二月田,九州旅客鉄道,指宿枕崎線,0
野田郷,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,411
佐敷,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,558
上田浦,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,20
西出水,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,665
西方,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,18
肥後高田,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,405
日奈久温泉,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,131
海浦,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,23
肥後二見,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,80
新水俣,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,88
薩摩高城,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,20
折口,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,212
牛ノ浜,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,43
湯浦,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,168
たのうら御立岬公園,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,158
津奈木,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,108
高尾野,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,151
薩摩大川,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,41
草道,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,67
上川内,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,301
川内,肥薩おれんじ鉄道,肥薩おれんじ鉄道線,390
丸の内,富山地方鉄道,安野屋線,682
安野屋,富山地方鉄道,安野屋線,178
諏訪川原,富山地方鉄道,安野屋線,68
安野屋,富山地方鉄道,呉羽線,0
大学前,富山地方鉄道,呉羽線,2163
富山トヨペット本社前（五福末広町）,富山地方鉄道,呉羽線,994
丸の内,富山地方鉄道,支線,0
新富町,富山地方鉄道,支線,409
県庁前,富山地方鉄道,支線,324
電鉄富山駅・エスタ前,富山地方鉄道,支線,0
南富山,富山地方鉄道,上滝線,1346
上堀,富山地方鉄道,上滝線,281
大庄,富山地方鉄道,上滝線,211
朝菜町,富山地方鉄道,上滝線,103
月岡,富山地方鉄道,上滝線,112
開発,富山地方鉄道,上滝線,316
大川寺,富山地方鉄道,上滝線,124
上滝,富山地方鉄道,上滝線,347
岩峅寺,富山地方鉄道,上滝線,0
小杉,富山地方鉄道,上滝線,409
布市,富山地方鉄道,上滝線,256
南富山,富山地方鉄道,不二越線,0
不二越,富山地方鉄道,不二越線,407
稲荷町,富山地方鉄道,不二越線,0
大泉,富山地方鉄道,不二越線,240
電鉄富山駅・エスタ前,富山地方鉄道,本線,2572
中加積,富山地方鉄道,本線,235
音沢,富山地方鉄道,本線,83
堀川小泉,富山地方鉄道,本線,782
浦山,富山地方鉄道,本線,261
地鉄ビル前,富山地方鉄道,本線,383
電鉄魚津,富山地方鉄道,本線,824
小泉町,富山地方鉄道,本線,301
越中泉,富山地方鉄道,本線,67
寺田,富山地方鉄道,本線,350
東三日市,富山地方鉄道,本線,414
浜加積,富山地方鉄道,本線,86
新宮川,富山地方鉄道,本線,98
稲荷町,富山地方鉄道,本線,1141
宇奈月温泉,富山地方鉄道,本線,1058
下立,富山地方鉄道,本線,93
滑川,富山地方鉄道,本線,319
電気ビル前,富山地方鉄道,本線,558
桜橋,富山地方鉄道,本線,589
越中舟橋,富山地方鉄道,本線,600
西魚津,富山地方鉄道,本線,155
電鉄富山,富山地方鉄道,本線,7422
南富山駅前,富山地方鉄道,本線,1952
若栗,富山地方鉄道,本線,67
電鉄石田,富山地方鉄道,本線,262
広貫堂前,富山地方鉄道,本線,330
西中野,富山地方鉄道,本線,386
愛本,富山地方鉄道,本線,242
越中中村,富山地方鉄道,本線,8
東新庄,富山地方鉄道,本線,918
上本町,富山地方鉄道,本線,267
大町,富山地方鉄道,本線,616
越中荏原,富山地方鉄道,本線,1914
西滑川,富山地方鉄道,本線,310
中滑川,富山地方鉄道,本線,770
早月加積,富山地方鉄道,本線,107
上市,富山地方鉄道,本線,1813
電鉄黒部,富山地方鉄道,本線,748
荻生,富山地方鉄道,本線,84
西町,富山地方鉄道,本線,1557
荒町,富山地方鉄道,本線,531
経田,富山地方鉄道,本線,928
栃屋,富山地方鉄道,本線,77
相ノ木,富山地方鉄道,本線,230
舌山,富山地方鉄道,本線,74
長屋,富山地方鉄道,本線,31
内山,富山地方鉄道,本線,193
越中三郷,富山地方鉄道,本線,514
西加積,富山地方鉄道,本線,50
下立口,富山地方鉄道,本線,52
新魚津,富山地方鉄道,本線,1440
下段,富山地方鉄道,立山線,87
岩峅寺,富山地方鉄道,立山線,402
本宮,富山地方鉄道,立山線,26
榎町,富山地方鉄道,立山線,402
田添,富山地方鉄道,立山線,43
稚子塚,富山地方鉄道,立山線,61
寺田,富山地方鉄道,立山線,0
横江,富山地方鉄道,立山線,51
五百石,富山地方鉄道,立山線,872
立山,富山地方鉄道,立山線,591
有峰口,富山地方鉄道,立山線,84
千垣,富山地方鉄道,立山線,113
釜ヶ淵,富山地方鉄道,立山線,236
沢中山,富山地方鉄道,立山線,70
富士山,富士急行,河口湖線,0
富士急ハイランド,富士急行,河口湖線,1133
河口湖,富士急行,河口湖線,2903
葭池温泉前,富士急行,大月線,134
谷村町,富士急行,大月線,687
下吉田,富士急行,大月線,353
上大月,富士急行,大月線,93
三つ峠,富士急行,大月線,472
富士山,富士急行,大月線,1623
禾生,富士急行,大月線,532
田野倉,富士急行,大月線,621
東桂,富士急行,大月線,473
寿,富士急行,大月線,372
赤坂,富士急行,大月線,778
都留市,富士急行,大月線,483
月江寺,富士急行,大月線,576
大月,富士急行,大月線,3467
都留文科大学前,富士急行,大月線,1746
十日市場,富士急行,大月線,101
東京ディズニーシー･ステーション,舞浜リゾートライン,ディズニーリゾートライン,44211
リゾートゲートウェイ･ステーション,舞浜リゾートライン,ディズニーリゾートライン,36279
東京ディズニーランド･ステーション,舞浜リゾートライン,ディズニーリゾートライン,18339
ベイサイド･ステーション,舞浜リゾートライン,ディズニーリゾートライン,15595
花堂,福井鉄道,福武線,142
越前武生,福井鉄道,福武線,645
田原町,福井鉄道,福武線,1313
西鯖江,福井鉄道,福武線,555
市役所前,福井鉄道,福武線,1490
三十八社,福井鉄道,福武線,120
福井,福井鉄道,福武線,0
水落,福井鉄道,福武線,426
ベル前,福井鉄道,福武線,652
赤十字前,福井鉄道,福武線,459
商工会議所前,福井鉄道,福武線,55
ハーモニーホール,福井鉄道,福武線,61
浅水,福井鉄道,福武線,730
北府,福井鉄道,福武線,490
足羽山公園口,福井鉄道,福武線,65
神明,福井鉄道,福武線,1105
江端,福井鉄道,福武線,178
家久,福井鉄道,福武線,260
鳥羽中,福井鉄道,福武線,238
西山公園,福井鉄道,福武線,81
仁愛女子高校,福井鉄道,福武線,306
サンドーム西,福井鉄道,福武線,143
藤崎,福岡市,1号線(空港線),23752
東比恵,福岡市,1号線(空港線),19504
祗園,福岡市,1号線(空港線),14111
姪浜,福岡市,1号線(空港線),93760
唐人町,福岡市,1号線(空港線),22164
赤坂,福岡市,1号線(空港線),33341
福岡空港,福岡市,1号線(空港線),48777
天神,福岡市,1号線(空港線),139166
西新,福岡市,1号線(空港線),44796
中洲川端,福岡市,1号線(空港線),35249
大濠公園,福岡市,1号線(空港線),20169
室見,福岡市,1号線(空港線),15644
博多,福岡市,1号線(空港線),145972
貝塚,福岡市,2号線(箱崎線),20047
中洲川端,福岡市,2号線(箱崎線),0
箱崎九大前,福岡市,2号線(箱崎線),7253
呉服町,福岡市,2号線(箱崎線),7096
箱崎宮前,福岡市,2号線(箱崎線),7509
千代県庁口,福岡市,2号線(箱崎線),7869
馬出九大病院前,福岡市,2号線(箱崎線),11198
橋本,福岡市,3号線(七隈線),8121
梅林,福岡市,3号線(七隈線),2796
桜坂,福岡市,3号線(七隈線),3263
賀茂,福岡市,3号線(七隈線),5199
茶山,福岡市,3号線(七隈線),4418
野芥,福岡市,3号線(七隈線),7097
福大前,福岡市,3号線(七隈線),12776
渡辺通,福岡市,3号線(七隈線),6758
薬院大通,福岡市,3号線(七隈線),5439
七隈,福岡市,3号線(七隈線),9011
薬院,福岡市,3号線(七隈線),15413
天神南,福岡市,3号線(七隈線),26988
別府,福岡市,3号線(七隈線),9538
金山,福岡市,3号線(七隈線),5387
六本松,福岡市,3号線(七隈線),7846
次郎丸,福岡市,3号線(七隈線),5473
美術館図書館前,福島交通,飯坂線,447
桜水,福島交通,飯坂線,584
上松川,福島交通,飯坂線,622
飯坂温泉,福島交通,飯坂線,1086
医王寺前,福島交通,飯坂線,589
笹谷,福島交通,飯坂線,1102
曽根田,福島交通,飯坂線,731
花水坂,福島交通,飯坂線,575
平野,福島交通,飯坂線,654
岩代清水,福島交通,飯坂線,869
福島,福島交通,飯坂線,4506
泉,福島交通,飯坂線,433
田川伊田,平成筑豊鉄道,伊田線,0
上金田,平成筑豊鉄道,伊田線,187
田川市立病院,平成筑豊鉄道,伊田線,172
糒,平成筑豊鉄道,伊田線,145
ふれあい生力,平成筑豊鉄道,伊田線,199
中泉,平成筑豊鉄道,伊田線,93
直方,平成筑豊鉄道,伊田線,1453
南直方御殿口,平成筑豊鉄道,伊田線,54
あかぢ,平成筑豊鉄道,伊田線,34
金田,平成筑豊鉄道,伊田線,766
市場,平成筑豊鉄道,伊田線,66
藤棚,平成筑豊鉄道,伊田線,169
赤池,平成筑豊鉄道,伊田線,312
人見,平成筑豊鉄道,伊田線,144
下伊田,平成筑豊鉄道,伊田線,248
金田,平成筑豊鉄道,糸田線,0
田川後藤寺,平成筑豊鉄道,糸田線,505
豊前大熊,平成筑豊鉄道,糸田線,67
大藪,平成筑豊鉄道,糸田線,231
松山,平成筑豊鉄道,糸田線,30
糸田,平成筑豊鉄道,糸田線,198
田川伊田,平成筑豊鉄道,田川線,738
行橋,平成筑豊鉄道,田川線,837
犀川,平成筑豊鉄道,田川線,346
新豊津,平成筑豊鉄道,田川線,311
油須原,平成筑豊鉄道,田川線,111
勾金,平成筑豊鉄道,田川線,354
上伊田,平成筑豊鉄道,田川線,79
今川河童,平成筑豊鉄道,田川線,56
美夜古泉,平成筑豊鉄道,田川線,135
赤,平成筑豊鉄道,田川線,56
内田,平成筑豊鉄道,田川線,40
源じいの森,平成筑豊鉄道,田川線,56
豊津,平成筑豊鉄道,田川線,78
崎山,平成筑豊鉄道,田川線,55
柿下温泉口,平成筑豊鉄道,田川線,27
東犀川三四郎,平成筑豊鉄道,田川線,64
杉山,豊橋鉄道,渥美線,0
向ヶ丘,豊橋鉄道,渥美線,0
植田,豊橋鉄道,渥美線,0
柳生橋,豊橋鉄道,渥美線,0
神戸,豊橋鉄道,渥美線,0
やぐま台,豊橋鉄道,渥美線,0
小池,豊橋鉄道,渥美線,0
南栄,豊橋鉄道,渥美線,3713
老津,豊橋鉄道,渥美線,0
愛知大学前,豊橋鉄道,渥美線,0
三河田原,豊橋鉄道,渥美線,3015
大清水,豊橋鉄道,渥美線,3074
高師,豊橋鉄道,渥美線,2863
芦原,豊橋鉄道,渥美線,0
新豊橋,豊橋鉄道,渥美線,17925
豊島,豊橋鉄道,渥美線,0
市役所前,豊橋鉄道,東田本線,852
東八町,豊橋鉄道,東田本線,687
運動公園前,豊橋鉄道,東田本線,694
駅前,豊橋鉄道,東田本線,6572
前畑,豊橋鉄道,東田本線,292
駅前大通,豊橋鉄道,東田本線,425
新川,豊橋鉄道,東田本線,317
赤岩口,豊橋鉄道,東田本線,1277
競輪場前,豊橋鉄道,東田本線,791
豊橋公園前,豊橋鉄道,東田本線,233
東田坂上,豊橋鉄道,東田本線,1565
札木,豊橋鉄道,東田本線,362
東田,豊橋鉄道,東田本線,492
井原,豊橋鉄道,東田本線,1195
くびき,北越急行,ほくほく線,121
魚沼丘陵,北越急行,ほくほく線,111
大池いこいの森,北越急行,ほくほく線,13
しんざ,北越急行,ほくほく線,109
ほくほく大島,北越急行,ほくほく線,102
美佐島,北越急行,ほくほく線,3
十日町,北越急行,ほくほく線,1329
六日町,北越急行,ほくほく線,0
まつだい,北越急行,ほくほく線,499
虫川大杉,北越急行,ほくほく線,209
うらがわら,北越急行,ほくほく線,178
犀潟,北越急行,ほくほく線,0
木古内,道南いさりび鉄道,道南いさりび鉄道線,0
中小国,北海道旅客鉄道,海峡線,0
津軽今別,北海道旅客鉄道,海峡線,0
緑,北海道旅客鉄道,釧網線,0
川湯温泉,北海道旅客鉄道,釧網線,0
鱒浦,北海道旅客鉄道,釧網線,0
止別,北海道旅客鉄道,釧網線,0
桂台,北海道旅客鉄道,釧網線,0
五十石,北海道旅客鉄道,釧網線,0
網走,北海道旅客鉄道,釧網線,0
浜小清水,北海道旅客鉄道,釧網線,0
中斜里,北海道旅客鉄道,釧網線,0
茅沼,北海道旅客鉄道,釧網線,0
美留和,北海道旅客鉄道,釧網線,0
塘路,北海道旅客鉄道,釧網線,0
清里町,北海道旅客鉄道,釧網線,0
藻琴,北海道旅客鉄道,釧網線,0
札弦,北海道旅客鉄道,釧網線,0
東釧路,北海道旅客鉄道,釧網線,0
摩周,北海道旅客鉄道,釧網線,108
原生花園,北海道旅客鉄道,釧網線,0
遠矢,北海道旅客鉄道,釧網線,0
釧路湿原,北海道旅客鉄道,釧網線,0
南斜里,北海道旅客鉄道,釧網線,0
北浜,北海道旅客鉄道,釧網線,0
磯分内,北海道旅客鉄道,釧網線,0
知床斜里,北海道旅客鉄道,釧網線,278
細岡,北海道旅客鉄道,釧網線,0
標茶,北海道旅客鉄道,釧網線,308
南弟子屈,北海道旅客鉄道,釧網線,0
五稜郭,道南いさりび鉄道,道南いさりび鉄道線,0
清川口,道南いさりび鉄道,道南いさりび鉄道線,0
上磯,道南いさりび鉄道,道南いさりび鉄道線,0
茂辺地,道南いさりび鉄道,道南いさりび鉄道線,0
七重浜,道南いさりび鉄道,道南いさりび鉄道線,0
泉沢,道南いさりび鉄道,道南いさりび鉄道線,0
札苅,道南いさりび鉄道,道南いさりび鉄道線,0
東久根別,道南いさりび鉄道,道南いさりび鉄道線,0
釜谷,道南いさりび鉄道,道南いさりび鉄道線,0
久根別,道南いさりび鉄道,道南いさりび鉄道線,0
渡島当別,道南いさりび鉄道,道南いさりび鉄道線,0
東釧路,北海道旅客鉄道,根室線,0
厚岸,北海道旅客鉄道,根室線,332
姉別,北海道旅客鉄道,根室線,0
昆布盛,北海道旅客鉄道,根室線,0
落石,北海道旅客鉄道,根室線,0
帯広,北海道旅客鉄道,根室線,3834
音別,北海道旅客鉄道,根室線,88
十弗,北海道旅客鉄道,根室線,0
門静,北海道旅客鉄道,根室線,0
利別,北海道旅客鉄道,根室線,0
尾幌,北海道旅客鉄道,根室線,0
西庶路,北海道旅客鉄道,根室線,0
庶路,北海道旅客鉄道,根室線,0
白糠,北海道旅客鉄道,根室線,132
古瀬,北海道旅客鉄道,根室線,0
厚内,北海道旅客鉄道,根室線,0
新富士,北海道旅客鉄道,根室線,0
釧路,北海道旅客鉄道,根室線,2732
直別,北海道旅客鉄道,根室線,0
東根室,北海道旅客鉄道,根室線,0
浦幌,北海道旅客鉄道,根室線,124
花咲,北海道旅客鉄道,根室線,0
別当賀,北海道旅客鉄道,根室線,0
新大楽毛,北海道旅客鉄道,根室線,0
稲士別,北海道旅客鉄道,根室線,0
糸魚沢,北海道旅客鉄道,根室線,0
札内,北海道旅客鉄道,根室線,688
上尾幌,北海道旅客鉄道,根室線,0
茶内,北海道旅客鉄道,根室線,0
上厚内,北海道旅客鉄道,根室線,0
武佐,北海道旅客鉄道,根室線,0
厚床,北海道旅客鉄道,根室線,0
初田牛,北海道旅客鉄道,根室線,0
大楽毛,北海道旅客鉄道,根室線,0
豊頃,北海道旅客鉄道,根室線,0
別保,北海道旅客鉄道,根室線,0
池田,北海道旅客鉄道,根室線,514
西和田,北海道旅客鉄道,根室線,0
新吉野,北海道旅客鉄道,根室線,0
尺別,北海道旅客鉄道,根室線,0
幕別,北海道旅客鉄道,根室線,488
浜中,北海道旅客鉄道,根室線,0
根室,北海道旅客鉄道,根室線,268
富良野,北海道旅客鉄道,根室線,0
羽帯,北海道旅客鉄道,根室線,0
島ノ下,北海道旅客鉄道,根室線,0
平岸,北海道旅客鉄道,根室線,0
野花南,北海道旅客鉄道,根室線,0
赤平,北海道旅客鉄道,根室線,274
下金山,北海道旅客鉄道,根室線,0
芽室,北海道旅客鉄道,根室線,738
新得,北海道旅客鉄道,根室線,0
山部,北海道旅客鉄道,根室線,0
上芦別,北海道旅客鉄道,根室線,0
幾寅,北海道旅客鉄道,根室線,0
芦別,北海道旅客鉄道,根室線,286
大成,北海道旅客鉄道,根室線,0
茂尻,北海道旅客鉄道,根室線,0
柏林台,北海道旅客鉄道,根室線,0
東鹿越,北海道旅客鉄道,根室線,0
金山,北海道旅客鉄道,根室線,0
西帯広,北海道旅客鉄道,根室線,0
御影,北海道旅客鉄道,根室線,0
布部,北海道旅客鉄道,根室線,0
落合,北海道旅客鉄道,根室線,0
十勝清水,北海道旅客鉄道,根室線,658
東滝川,北海道旅客鉄道,根室線,0
滝川,北海道旅客鉄道,根室線,0
桑園,北海道旅客鉄道,札沼線,0
札比内,北海道旅客鉄道,札沼線,0
石狩金沢,北海道旅客鉄道,札沼線,0
北海道医療大学,北海道旅客鉄道,札沼線,0
下徳富,北海道旅客鉄道,札沼線,0
新十津川,北海道旅客鉄道,札沼線,0
本中小屋,北海道旅客鉄道,札沼線,0
鶴沼,北海道旅客鉄道,札沼線,0
篠路,北海道旅客鉄道,札沼線,6036
あいの里公園,北海道旅客鉄道,札沼線,0
新川,北海道旅客鉄道,札沼線,6304
中小屋,北海道旅客鉄道,札沼線,0
石狩太美,北海道旅客鉄道,札沼線,0
知来乙,北海道旅客鉄道,札沼線,0
百合が原,北海道旅客鉄道,札沼線,0
豊ヶ岡,北海道旅客鉄道,札沼線,0
南下徳富,北海道旅客鉄道,札沼線,0
あいの里教育大,北海道旅客鉄道,札沼線,7478
浦臼,北海道旅客鉄道,札沼線,0
石狩当別,北海道旅客鉄道,札沼線,4878
月ヶ岡,北海道旅客鉄道,札沼線,0
石狩月形,北海道旅客鉄道,札沼線,160
太平,北海道旅客鉄道,札沼線,0
八軒,北海道旅客鉄道,札沼線,4618
晩生内,北海道旅客鉄道,札沼線,0
於札内,北海道旅客鉄道,札沼線,0
新琴似,北海道旅客鉄道,札沼線,7674
札的,北海道旅客鉄道,札沼線,0
拓北,北海道旅客鉄道,札沼線,4858
追分,北海道旅客鉄道,室蘭線,530
志文,北海道旅客鉄道,室蘭線,0
栗丘,北海道旅客鉄道,室蘭線,0
三川,北海道旅客鉄道,室蘭線,0
栗山,北海道旅客鉄道,室蘭線,350
由仁,北海道旅客鉄道,室蘭線,0
古山,北海道旅客鉄道,室蘭線,0
安平,北海道旅客鉄道,室蘭線,0
栗沢,北海道旅客鉄道,室蘭線,0
岩見沢,北海道旅客鉄道,室蘭線,0
白老,北海道旅客鉄道,室蘭線,1488
鷲別,北海道旅客鉄道,室蘭線,0
母恋,北海道旅客鉄道,室蘭線,270
登別,北海道旅客鉄道,室蘭線,692
洞爺,北海道旅客鉄道,室蘭線,564
東室蘭,北海道旅客鉄道,室蘭線,3650
早来,北海道旅客鉄道,室蘭線,250
豊浦,北海道旅客鉄道,室蘭線,186
沼ノ端,北海道旅客鉄道,室蘭線,0
伊達紋別,北海道旅客鉄道,室蘭線,1118
幌別,北海道旅客鉄道,室蘭線,1458
崎守,北海道旅客鉄道,室蘭線,0
輪西,北海道旅客鉄道,室蘭線,0
遠浅,北海道旅客鉄道,室蘭線,0
萩野,北海道旅客鉄道,室蘭線,0
大岸,北海道旅客鉄道,室蘭線,0
青葉,北海道旅客鉄道,室蘭線,0
小幌,北海道旅客鉄道,室蘭線,0
礼文,北海道旅客鉄道,室蘭線,0
有珠,北海道旅客鉄道,室蘭線,0
社台,北海道旅客鉄道,室蘭線,0
糸井,北海道旅客鉄道,室蘭線,542
長万部,北海道旅客鉄道,室蘭線,0
御崎,北海道旅客鉄道,室蘭線,28
竹浦,北海道旅客鉄道,室蘭線,0
黄金,北海道旅客鉄道,室蘭線,0
静狩,北海道旅客鉄道,室蘭線,0
虎杖浜,北海道旅客鉄道,室蘭線,0
苫小牧,北海道旅客鉄道,室蘭線,7014
稀府,北海道旅客鉄道,室蘭線,0
長和,北海道旅客鉄道,室蘭線,0
北吉原,北海道旅客鉄道,室蘭線,0
錦岡,北海道旅客鉄道,室蘭線,0
富浦,北海道旅客鉄道,室蘭線,0
室蘭,北海道旅客鉄道,室蘭線,1152
本輪西,北海道旅客鉄道,室蘭線,0
北舟岡,北海道旅客鉄道,室蘭線,0
北剣淵,北海道旅客鉄道,宗谷線,0
北比布,北海道旅客鉄道,宗谷線,0
東六線,北海道旅客鉄道,宗谷線,0
雄信内,北海道旅客鉄道,宗谷線,0
智北,北海道旅客鉄道,宗谷線,0
北永山,北海道旅客鉄道,宗谷線,0
美深,北海道旅客鉄道,宗谷線,214
南美深,北海道旅客鉄道,宗谷線,0
旭川,北海道旅客鉄道,宗谷線,0
初野,北海道旅客鉄道,宗谷線,0
豊清水,北海道旅客鉄道,宗谷線,0
蘭留,北海道旅客鉄道,宗谷線,0
糠南,北海道旅客鉄道,宗谷線,0
南比布,北海道旅客鉄道,宗谷線,0
智恵文,北海道旅客鉄道,宗谷線,0
塩狩,北海道旅客鉄道,宗谷線,0
東風連,北海道旅客鉄道,宗谷線,0
日進,北海道旅客鉄道,宗谷線,0
天塩中川,北海道旅客鉄道,宗谷線,6
歌内,北海道旅客鉄道,宗谷線,0
永山,北海道旅客鉄道,宗谷線,944
和寒,北海道旅客鉄道,宗谷線,0
天塩川温泉,北海道旅客鉄道,宗谷線,0
下士別,北海道旅客鉄道,宗谷線,0
筬島,北海道旅客鉄道,宗谷線,0
旭川四条,北海道旅客鉄道,宗谷線,0
問寒別,北海道旅客鉄道,宗谷線,0
多寄,北海道旅客鉄道,宗谷線,0
恩根内,北海道旅客鉄道,宗谷線,0
佐久,北海道旅客鉄道,宗谷線,0
剣淵,北海道旅客鉄道,宗谷線,204
比布,北海道旅客鉄道,宗谷線,0
新旭川,北海道旅客鉄道,宗谷線,0
士別,北海道旅客鉄道,宗谷線,684
名寄,北海道旅客鉄道,宗谷線,884
風連,北海道旅客鉄道,宗谷線,0
咲来,北海道旅客鉄道,宗谷線,0
紋穂内,北海道旅客鉄道,宗谷線,0
瑞穂,北海道旅客鉄道,宗谷線,0
北星,北海道旅客鉄道,宗谷線,0
音威子府,北海道旅客鉄道,宗谷線,80
豊富,北海道旅客鉄道,宗谷線,0
抜海,北海道旅客鉄道,宗谷線,0
安牛,北海道旅客鉄道,宗谷線,0
幌延,北海道旅客鉄道,宗谷線,102
下沼,北海道旅客鉄道,宗谷線,0
勇知,北海道旅客鉄道,宗谷線,0
南幌延,北海道旅客鉄道,宗谷線,0
上幌延,北海道旅客鉄道,宗谷線,0
兜沼,北海道旅客鉄道,宗谷線,0
南稚内,北海道旅客鉄道,宗谷線,170
稚内,北海道旅客鉄道,宗谷線,214
徳満,北海道旅客鉄道,宗谷線,0
新得,北海道旅客鉄道,石勝線,502
南清水沢,北海道旅客鉄道,石勝線,80
新夕張,北海道旅客鉄道,石勝線,138
清水沢,北海道旅客鉄道,石勝線,0
鹿ノ谷,北海道旅客鉄道,石勝線,0
沼ノ沢,北海道旅客鉄道,石勝線,0
十三里,北海道旅客鉄道,石勝線,0
占冠,北海道旅客鉄道,石勝線,18
滝ノ上,北海道旅客鉄道,石勝線,0
夕張,北海道旅客鉄道,石勝線,30
トマム,北海道旅客鉄道,石勝線,0
南千歳,北海道旅客鉄道,石勝線,0
追分,北海道旅客鉄道,石勝線,0
川端,北海道旅客鉄道,石勝線,0
東追分,北海道旅客鉄道,石勝線,0
網走,北海道旅客鉄道,石北線,800
瀬戸瀬,北海道旅客鉄道,石北線,0
西女満別,北海道旅客鉄道,石北線,0
美幌,北海道旅客鉄道,石北線,714
下白滝,北海道旅客鉄道,石北線,0
遠軽,北海道旅客鉄道,石北線,486
生田原,北海道旅客鉄道,石北線,0
愛し野,北海道旅客鉄道,石北線,0
北見,北海道旅客鉄道,石北線,1542
女満別,北海道旅客鉄道,石北線,0
端野,北海道旅客鉄道,石北線,0
相内,北海道旅客鉄道,石北線,0
金華,北海道旅客鉄道,石北線,0
西留辺蘂,北海道旅客鉄道,石北線,0
留辺蘂,北海道旅客鉄道,石北線,202
東相内,北海道旅客鉄道,石北線,0
西北見,北海道旅客鉄道,石北線,0
丸瀬布,北海道旅客鉄道,石北線,0
生野,北海道旅客鉄道,石北線,0
呼人,北海道旅客鉄道,石北線,0
旧白滝,北海道旅客鉄道,石北線,0
安国,北海道旅客鉄道,石北線,0
柏陽,北海道旅客鉄道,石北線,0
緋牛内,北海道旅客鉄道,石北線,0
新旭川,北海道旅客鉄道,石北線,0
東雲,北海道旅客鉄道,石北線,0
上川,北海道旅客鉄道,石北線,350
安足間,北海道旅客鉄道,石北線,0
当麻,北海道旅客鉄道,石北線,0
中愛別,北海道旅客鉄道,石北線,0
上白滝,北海道旅客鉄道,石北線,0
愛別,北海道旅客鉄道,石北線,0
伊香牛,北海道旅客鉄道,石北線,0
東旭川,北海道旅客鉄道,石北線,0
北日ノ出,北海道旅客鉄道,石北線,0
南永山,北海道旅客鉄道,石北線,0
将軍山,北海道旅客鉄道,石北線,0
白滝,北海道旅客鉄道,石北線,0
愛山,北海道旅客鉄道,石北線,0
桜岡,北海道旅客鉄道,石北線,0
白石,北海道旅客鉄道,千歳線,0
美々,北海道旅客鉄道,千歳線,0
上野幌,北海道旅客鉄道,千歳線,5506
北広島,北海道旅客鉄道,千歳線,15210
新千歳空港,北海道旅客鉄道,千歳線,30132
南千歳,北海道旅客鉄道,千歳線,2794
長都,北海道旅客鉄道,千歳線,0
恵庭,北海道旅客鉄道,千歳線,14288
恵み野,北海道旅客鉄道,千歳線,7182
平和,北海道旅客鉄道,千歳線,5554
新札幌,北海道旅客鉄道,千歳線,28240
サッポロビール庭園,北海道旅客鉄道,千歳線,0
島松,北海道旅客鉄道,千歳線,3866
千歳,北海道旅客鉄道,千歳線,17246
沼ノ端,北海道旅客鉄道,千歳線,0
植苗,北海道旅客鉄道,千歳線,0
日高東別,北海道旅客鉄道,日高線,0
豊郷,北海道旅客鉄道,日高線,0
荻伏,北海道旅客鉄道,日高線,0
様似,北海道旅客鉄道,日高線,8
新冠,北海道旅客鉄道,日高線,0
絵笛,北海道旅客鉄道,日高線,0
東町,北海道旅客鉄道,日高線,0
蓬栄,北海道旅客鉄道,日高線,0
東静内,北海道旅客鉄道,日高線,0
富川,北海道旅客鉄道,日高線,0
節婦,北海道旅客鉄道,日高線,0
鵡川,北海道旅客鉄道,日高線,0
日高三石,北海道旅客鉄道,日高線,0
大狩部,北海道旅客鉄道,日高線,0
本桐,北海道旅客鉄道,日高線,0
西様似,北海道旅客鉄道,日高線,0
春立,北海道旅客鉄道,日高線,0
汐見,北海道旅客鉄道,日高線,0
静内,北海道旅客鉄道,日高線,358
日高門別,北海道旅客鉄道,日高線,0
鵜苫,北海道旅客鉄道,日高線,0
清畠,北海道旅客鉄道,日高線,0
浦河,北海道旅客鉄道,日高線,8
厚賀,北海道旅客鉄道,日高線,0
日高幌別,北海道旅客鉄道,日高線,0
苫小牧,北海道旅客鉄道,日高線,0
勇払,北海道旅客鉄道,日高線,0
浜田浦,北海道旅客鉄道,日高線,0
浜厚真,北海道旅客鉄道,日高線,0
旭川,北海道旅客鉄道,函館線,8874
妹背牛,北海道旅客鉄道,函館線,0
伊納,北海道旅客鉄道,函館線,0
深川,北海道旅客鉄道,函館線,1958
近文,北海道旅客鉄道,函館線,0
